11.1	αὐτὰρ ἐπεί ῥʼ ἐπὶ νῆα κατήλθομεν ἠδὲ θάλασσαν,
11.2	νῆα μὲν ἂρ πάμπρωτον ἐρύσσαμεν εἰς ἅλα δῖαν,
11.3	ἐν δʼ ἱστὸν τιθέμεσθα καὶ ἱστία νηὶ μελαίνῃ,
11.4	ἐν δὲ τὰ μῆλα λαβόντες ἐβήσαμεν, ἂν δὲ καὶ αὐτοὶ
11.5	βαίνομεν ἀχνύμενοι θαλερὸν κατὰ δάκρυ χέοντες.
11.6	ἡμῖν δʼ αὖ κατόπισθε νεὸς κυανοπρῴροιο
11.7	ἴκμενον οὖρον ἵει πλησίστιον, ἐσθλὸν ἑταῖρον,
11.8	Κίρκη εὐπλόκαμος, δεινὴ θεὸς αὐδήεσσα.
11.9	ἡμεῖς δʼ ὅπλα ἕκαστα πονησάμενοι κατὰ νῆα
11.10	ἥμεθα· τὴν δʼ ἄνεμός τε κυβερνήτης τʼ ἴθυνε.
11.11	τῆς δὲ πανημερίης τέταθʼ ἱστία ποντοπορούσης·
11.12	δύσετό τʼ ἠέλιος σκιόωντό τε πᾶσαι ἀγυιαί.
11.13	ἡ δʼ ἐς πείραθʼ ἵκανε βαθυρρόου Ὠκεανοῖο.
11.14	ἔνθα δὲ Κιμμερίων ἀνδρῶν δῆμός τε πόλις τε,
11.15	ἠέρι καὶ νεφέλῃ κεκαλυμμένοι· οὐδέ ποτʼ αὐτοὺς
11.16	ἠέλιος φαέθων καταδέρκεται ἀκτίνεσσιν,
11.17	οὔθʼ ὁπότʼ ἂν στείχῃσι πρὸς οὐρανὸν ἀστερόεντα,
11.18	οὔθʼ ὅτʼ ἂν ἂψ ἐπὶ γαῖαν ἀπʼ οὐρανόθεν προτράπηται,
11.19	ἀλλʼ ἐπὶ νὺξ ὀλοὴ τέταται δειλοῖσι βροτοῖσι.
11.20	νῆα μὲν ἔνθʼ ἐλθόντες ἐκέλσαμεν, ἐκ δὲ τὰ μῆλα
11.21	εἱλόμεθʼ· αὐτοὶ δʼ αὖτε παρὰ ῥόον Ὠκεανοῖο
11.22	ᾔομεν, ὄφρʼ ἐς χῶρον ἀφικόμεθʼ, ὃν φράσε Κίρκη.
11.23	ἔνθʼ ἱερήια μὲν Περιμήδης Εὐρύλοχός τε
11.24	ἔσχον· ἐγὼ δʼ ἄορ ὀξὺ ἐρυσσάμενος παρὰ μηροῦ
11.25	βόθρον ὄρυξʼ ὅσσον τε πυγούσιον ἔνθα καὶ ἔνθα,
11.26	ἀμφʼ αὐτῷ δὲ χοὴν χεόμην πᾶσιν νεκύεσσι,
11.27	πρῶτα μελικρήτῳ, μετέπειτα δὲ ἡδέι οἴνῳ,
11.28	τὸ τρίτον αὖθʼ ὕδατι· ἐπὶ δʼ ἄλφιτα λευκὰ πάλυνον.
11.29	πολλὰ δὲ γουνούμην νεκύων ἀμενηνὰ κάρηνα,
11.30	ἐλθὼν εἰς Ἰθάκην στεῖραν βοῦν, ἥ τις ἀρίστη,
11.31	ῥέξειν ἐν μεγάροισι πυρήν τʼ ἐμπλησέμεν ἐσθλῶν,
11.32	Τειρεσίῃ δʼ ἀπάνευθεν ὄιν ἱερευσέμεν οἴῳ
11.33	παμμέλανʼ, ὃς μήλοισι μεταπρέπει ἡμετέροισι.
11.34	τοὺς δʼ ἐπεὶ εὐχωλῇσι λιτῇσί τε, ἔθνεα νεκρῶν,
11.35	ἐλλισάμην, τὰ δὲ μῆλα λαβὼν ἀπεδειροτόμησα
11.36	ἐς βόθρον, ῥέε δʼ αἷμα κελαινεφές· αἱ δʼ ἀγέροντο
11.37	ψυχαὶ ὑπὲξ Ἐρέβευς νεκύων κατατεθνηώτων.
11.38	νύμφαι τʼ ἠίθεοί τε πολύτλητοί τε γέροντες
11.39	παρθενικαί τʼ ἀταλαὶ νεοπενθέα θυμὸν ἔχουσαι,
11.40	πολλοὶ δʼ οὐτάμενοι χαλκήρεσιν ἐγχείῃσιν,
11.41	ἄνδρες ἀρηίφατοι βεβροτωμένα τεύχεʼ ἔχοντες·
11.42	οἳ πολλοὶ περὶ βόθρον ἐφοίτων ἄλλοθεν ἄλλος
11.43	θεσπεσίῃ ἰαχῇ· ἐμὲ δὲ χλωρὸν δέος ᾕρει.
11.44	δὴ τότʼ ἔπειθʼ ἑτάροισιν ἐποτρύνας ἐκέλευσα
11.45	μῆλα, τὰ δὴ κατέκειτʼ ἐσφαγμένα νηλέι χαλκῷ,
11.46	δείραντας κατακῆαι, ἐπεύξασθαι δὲ θεοῖσιν,
11.47	ἰφθίμῳ τʼ Ἀΐδῃ καὶ ἐπαινῇ Περσεφονείῃ·
11.48	αὐτὸς δὲ ξίφος ὀξὺ ἐρυσσάμενος παρὰ μηροῦ
11.49	ἥμην, οὐδʼ εἴων νεκύων ἀμενηνὰ κάρηνα
11.50	αἵματος ἆσσον ἴμεν, πρὶν Τειρεσίαο πυθέσθαι.
11.51	πρώτη δὲ ψυχὴ Ἐλπήνορος ἦλθεν ἑταίρου·
11.52	οὐ γάρ πω ἐτέθαπτο ὑπὸ χθονὸς εὐρυοδείης·
11.53	σῶμα γὰρ ἐν Κίρκης μεγάρῳ κατελείπομεν ἡμεῖς
11.54	ἄκλαυτον καὶ ἄθαπτον, ἐπεὶ πόνος ἄλλος ἔπειγε.
11.55	τὸν μὲν ἐγὼ δάκρυσα ἰδὼν ἐλέησά τε θυμῷ,
11.56	καί μιν φωνήσας ἔπεα πτερόεντα προσηύδων·
11.57	Ἐλπῆνορ, πῶς ἦλθες ὑπὸ ζόφον ἠερόεντα;
11.58	ἔφθης πεζὸς ἰὼν ἢ ἐγὼ σὺν νηὶ μελαίνῃ.
11.59	ὣς ἐφάμην, ὁ δέ μʼ οἰμώξας ἠμείβετο μύθῳ·
11.60	διογενὲς Λαερτιάδη, πολυμήχανʼ Ὀδυσσεῦ,
11.61	ἆσέ με δαίμονος αἶσα κακὴ καὶ ἀθέσφατος οἶνος.
11.62	Κίρκης δʼ ἐν μεγάρῳ καταλέγμενος οὐκ ἐνόησα
11.63	ἄψορρον καταβῆναι ἰὼν ἐς κλίμακα μακρήν,
11.64	ἀλλὰ καταντικρὺ τέγεος πέσον· ἐκ δέ μοι αὐχὴν
11.65	ἀστραγάλων ἐάγη, ψυχὴ δʼ Ἄϊδόσδε κατῆλθε.
11.66	νῦν δέ σε τῶν ὄπιθεν γουνάζομαι, οὐ παρεόντων,
11.67	πρός τʼ ἀλόχου καὶ πατρός, ὅ σʼ ἔτρεφε τυτθὸν ἐόντα,
11.68	Τηλεμάχου θʼ, ὃν μοῦνον ἐνὶ μεγάροισιν ἔλειπες·
11.69	οἶδα γὰρ ὡς ἐνθένδε κιὼν δόμου ἐξ Ἀίδαο
11.70	νῆσον ἐς Αἰαίην σχήσεις ἐυεργέα νῆα·
11.71	ἔνθα σʼ ἔπειτα, ἄναξ, κέλομαι μνήσασθαι ἐμεῖο.
11.72	μή μʼ ἄκλαυτον ἄθαπτον ἰὼν ὄπιθεν καταλείπειν
11.73	νοσφισθείς, μή τοί τι θεῶν μήνιμα γένωμαι,
11.74	ἀλλά με κακκῆαι σὺν τεύχεσιν, ἅσσα μοι ἔστιν,
11.75	σῆμά τέ μοι χεῦαι πολιῆς ἐπὶ θινὶ θαλάσσης,
