6.1	ὣς ὁ μὲν ἔνθα καθεῦδε πολύτλας δῖος Ὀδυσσεὺς
6.2	ὕπνῳ καὶ καμάτῳ ἀρημένος· αὐτὰρ Ἀθήνη
6.3	βῆ ῥʼ ἐς Φαιήκων ἀνδρῶν δῆμόν τε πόλιν τε,
6.4	οἳ πρὶν μέν ποτʼ ἔναιον ἐν εὐρυχόρῳ Ὑπερείῃ,
6.5	ἀγχοῦ Κυκλώπων ἀνδρῶν ὑπερηνορεόντων,
6.6	οἵ σφεας σινέσκοντο, βίηφι δὲ φέρτεροι ἦσαν.
6.7	ἔνθεν ἀναστήσας ἄγε Ναυσίθοος θεοειδής,
6.8	εἷσεν δὲ Σχερίῃ, ἑκὰς ἀνδρῶν ἀλφηστάων,
6.9	ἀμφὶ δὲ τεῖχος ἔλασσε πόλει, καὶ ἐδείματο οἴκους,
6.10	καὶ νηοὺς ποίησε θεῶν, καὶ ἐδάσσατʼ ἀρούρας.
6.11	ἀλλʼ ὁ μὲν ἤδη κηρὶ δαμεὶς Ἄϊδόσδε βεβήκει,
6.12	Ἀλκίνοος δὲ τότʼ ἦρχε, θεῶν ἄπο μήδεα εἰδώς.
6.13	τοῦ μὲν ἔβη πρὸς δῶμα θεά, γλαυκῶπις Ἀθήνη,
6.14	νόστον Ὀδυσσῆι μεγαλήτορι μητιόωσα.
6.15	βῆ δʼ ἴμεν ἐς θάλαμον πολυδαίδαλον, ᾧ ἔνι κούρη
6.16	κοιμᾶτʼ ἀθανάτῃσι φυὴν καὶ εἶδος ὁμοίη,
6.17	Ναυσικάα, θυγάτηρ μεγαλήτορος Ἀλκινόοιο,
6.18	πὰρ δὲ δύʼ ἀμφίπολοι, Χαρίτων ἄπο κάλλος ἔχουσαι,
6.19	σταθμοῖιν ἑκάτερθε· θύραι δʼ ἐπέκειντο φαειναί.
6.20	ἡ δʼ ἀνέμου ὡς πνοιὴ ἐπέσσυτο δέμνια κούρης,
6.21	στῆ δʼ ἄρʼ ὑπὲρ κεφαλῆς, καί μιν πρὸς μῦθον ἔειπεν,
6.22	εἰδομένη κούρῃ ναυσικλειτοῖο Δύμαντος,
6.23	ἥ οἱ ὁμηλικίη μὲν ἔην, κεχάριστο δὲ θυμῷ.
6.24	τῇ μιν ἐεισαμένη προσέφη γλαυκῶπις Ἀθήνη·
6.25	Ναυσικάα, τί νύ σʼ ὧδε μεθήμονα γείνατο μήτηρ;
6.26	εἵματα μέν τοι κεῖται ἀκηδέα σιγαλόεντα,
6.27	σοὶ δὲ γάμος σχεδόν ἐστιν, ἵνα χρὴ καλὰ μὲν αὐτὴν
6.28	ἕννυσθαι, τὰ δὲ τοῖσι παρασχεῖν, οἵ κέ σʼ ἄγωνται.
6.29	ἐκ γάρ τοι τούτων φάτις ἀνθρώπους ἀναβαίνει
6.30	ἐσθλή, χαίρουσιν δὲ πατὴρ καὶ πότνια μήτηρ.
6.31	ἀλλʼ ἴομεν πλυνέουσαι ἅμʼ ἠοῖ φαινομένηφι·
6.32	καί τοι ἐγὼ συνέριθος ἅμʼ ἕψομαι, ὄφρα τάχιστα
6.33	ἐντύνεαι, ἐπεὶ οὔ τοι ἔτι δὴν παρθένος ἔσσεαι·
6.34	ἤδη γάρ σε μνῶνται ἀριστῆες κατὰ δῆμον
6.35	πάντων Φαιήκων, ὅθι τοι γένος ἐστὶ καὶ αὐτῇ.
6.36	ἀλλʼ ἄγʼ ἐπότρυνον πατέρα κλυτὸν ἠῶθι πρὸ
6.37	ἡμιόνους καὶ ἄμαξαν ἐφοπλίσαι, ἥ κεν ἄγῃσι
6.38	ζῶστρά τε καὶ πέπλους καὶ ῥήγεα σιγαλόεντα.
6.39	καὶ δὲ σοὶ ὧδʼ αὐτῇ πολὺ κάλλιον ἠὲ πόδεσσιν
6.40	ἔρχεσθαι· πολλὸν γὰρ ἀπὸ πλυνοί εἰσι πόληος.
6.41	ἡ μὲν ἄρʼ ὣς εἰποῦσʼ ἀπέβη γλαυκῶπις Ἀθήνη
6.42	Οὔλυμπόνδʼ, ὅθι φασὶ θεῶν ἕδος ἀσφαλὲς αἰεὶ
6.43	ἔμμεναι. οὔτʼ ἀνέμοισι τινάσσεται οὔτε ποτʼ ὄμβρῳ
6.44	δεύεται οὔτε χιὼν ἐπιπίλναται, ἀλλὰ μάλʼ αἴθρη
6.45	πέπταται ἀνέφελος, λευκὴ δʼ ἐπιδέδρομεν αἴγλη·
6.46	τῷ ἔνι τέρπονται μάκαρες θεοὶ ἤματα πάντα.
6.47	ἔνθʼ ἀπέβη γλαυκῶπις, ἐπεὶ διεπέφραδε κούρῃ.
6.48	αὐτίκα δʼ Ἠὼς ἦλθεν ἐύθρονος, ἥ μιν ἔγειρε
6.49	Ναυσικάαν ἐύπεπλον· ἄφαρ δʼ ἀπεθαύμασʼ ὄνειρον,
6.50	βῆ δʼ ἰέναι διὰ δώμαθʼ, ἵνʼ ἀγγείλειε τοκεῦσιν,
6.51	πατρὶ φίλῳ καὶ μητρί· κιχήσατο δʼ ἔνδον ἐόντας·
6.52	ἡ μὲν ἐπʼ ἐσχάρῃ ἧστο σὺν ἀμφιπόλοισι γυναιξὶν
6.53	ἠλάκατα στρωφῶσʼ ἁλιπόρφυρα· τῷ δὲ θύραζε
6.54	ἐρχομένῳ ξύμβλητο μετὰ κλειτοὺς βασιλῆας
6.55	ἐς βουλήν, ἵνα μιν κάλεον Φαίηκες ἀγαυοί.
