19.1	αὐτὰρ ὁ ἐν μεγάρῳ ὑπελείπετο δῖος Ὀδυσσεύς,
19.2	μνηστήρεσσι φόνον σὺν Ἀθήνῃ μερμηρίζων·
19.3	αἶψα δὲ Τηλέμαχον ἔπεα πτερόεντα προσηύδα·
19.4	Τηλέμαχε, χρὴ τεύχεʼ ἀρήϊα κατθέμεν εἴσω
19.5	πάντα μάλʼ· αὐτὰρ μνηστῆρας μαλακοῖς ἐπέεσσι
19.6	παρφάσθαι, ὅτε κέν σε μεταλλῶσιν ποθέοντες·
19.7	ἐκ καπνοῦ κατέθηκʼ, ἐπεὶ οὐκέτι τοῖσιν ἐῴκει
19.8	οἷά ποτε Τροίηνδε κιὼν κατέλειπεν Ὀδυσσεύς,
19.9	ἀλλὰ κατῄκισται, ὅσσον πυρὸς ἵκετʼ ἀϋτμή.
19.10	πρὸς δʼ ἔτι καὶ τόδε μεῖζον ἐνὶ φρεσὶν ἔβαλε δαίμων
19.11	μή πως οἰνωθέντες, ἔριν στήσαντες ἐν ὑμῖν,
19.12	ἀλλήλους τρώσητε καταισχύνητέ τε δαῖτα
19.13	καὶ μνηστύν· αὐτὸς γὰρ ἐφέλκεται ἄνδρα σίδηρος.
19.14	ὣς φάτο, Τηλέμαχος δὲ φίλῳ ἐπεπείθετο πατρί,
19.15	ἐκ δὲ καλεσσάμενος προσέφη τροφὸν Εὐρύκλειαν·
19.16	μαῖʼ, ἄγε δή μοι ἔρυξον ἐνὶ μεγάροισι γυναῖκας,
19.17	ὄφρα κεν ἐς θάλαμον καταθείομαι ἔντεα πατρὸς
19.18	καλά, τά μοι κατὰ οἶκον ἀκηδέα καπνὸς ἀμέρδει
19.19	πατρὸς ἀποιχομένοιο· ἐγὼ δʼ ἔτι νήπιος ἦα.
19.20	νῦν δʼ ἐθέλω καταθέσθαι, ἵνʼ οὐ πυρὸς ἵξετʼ ἀϋτμή.
19.21	τὸν δʼ αὖτε προσέειπε φίλη τροφὸς Εὐρύκλεια·
19.22	αἲ γὰρ δή ποτε, τέκνον, ἐπιφροσύνας ἀνέλοιο
19.23	οἴκου κήδεσθαι καὶ κτήματα πάντα φυλάσσειν.
19.24	ἀλλʼ ἄγε, τίς τοι ἔπειτα μετοιχομένη φάος οἴσει;
19.25	δμῳὰς δʼ οὐκ εἴας προβλωσκέμεν, αἵ κεν ἔφαινον.
19.26	τὴν δʼ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα·
19.27	ξεῖνος ὅδʼ· οὐ γὰρ ἀεργὸν ἀνέξομαι ὅς κεν ἐμῆς γε
19.28	χοίνικος ἅπτηται, καὶ τηλόθεν εἰληλουθώς.
19.29	ὣς ἄρʼ ἐφώνησεν, τῇ δʼ ἄπτερος ἔπλετο μῦθος.
19.30	κλήϊσεν δὲ θύρας μεγάρων εὖ ναιεταόντων.
19.31	τὼ δʼ ἄρʼ ἀναΐξαντʼ Ὀδυσεὺς καὶ φαίδιμος υἱὸς
19.32	ἐσφόρεον κόρυθάς τε καὶ ἀσπίδας ὀμφαλοέσσας
19.33	ἔγχεά τʼ ὀξυόεντα· πάροιθε δὲ Παλλὰς Ἀθήνη,
19.34	χρύσεον λύχνον ἔχουσα, φάος περικαλλὲς ἐποίει.
19.35	δὴ τότε Τηλέμαχος προσεφώνεεν ὃν πατέρʼ αἶψα·
19.36	ὦ πάτερ, ἦ μέγα θαῦμα τόδʼ ὀφθαλμοῖσιν ὁρῶμαι.
19.37	ἔμπης μοι τοῖχοι μεγάρων καλαί τε μεσόδμαι,
19.38	εἰλάτιναί τε δοκοί, καὶ κίονες ὑψόσʼ ἔχοντες
19.39	φαίνοντʼ ὀφθαλμοῖς ὡς εἰ πυρὸς αἰθομένοιο.
19.40	ἦ μάλα τις θεὸς ἔνδον, οἳ οὐρανὸν εὐρὺν ἔχουσι.
19.41	τὸν δʼ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς·
19.42	σίγα καὶ κατὰ σὸν νόον ἴσχανε μηδʼ ἐρέεινε·
19.43	αὕτη τοι δίκη ἐστὶ θεῶν, οἳ Ὄλυμπον ἔχουσιν.
19.44	ἀλλὰ σὺ μὲν κατάλεξαι, ἐγὼ δʼ ὑπολείψομαι αὐτοῦ,
19.45	ὄφρα κʼ ἔτι δμῳὰς καὶ μητέρα σὴν ἐρεθίζω·
19.46	ἡ δέ μʼ ὀδυρομένη εἰρήσεται ἀμφὶς ἕκαστα.
19.47	ὣς φάτο, Τηλέμαχος δὲ διὲκ μεγάροιο βεβήκει
19.48	κείων ἐς θάλαμον, δαΐδων ὕπο λαμπομενάων,
19.49	ἔνθα πάρος κοιμᾶθʼ, ὅτε μιν γλυκὺς ὕπνος ἱκάνοι·
19.50	ἔνθʼ ἄρα καὶ τότʼ ἔλεκτο καὶ Ἠῶ δῖαν ἔμιμνεν.
19.51	αὐτὰρ ὁ ἐν μεγάρῳ ὑπελείπετο δῖος Ὀδυσσεύς,
19.52	μνηστήρεσσι φόνον σὺν Ἀθήνῃ μερμηρίζων.
19.53	ἡ δʼ ἴεν ἐκ θαλάμοιο περίφρων Πηνελόπεια,
19.54	Ἀρτέμιδι ἰκέλη ἠὲ χρυσέῃ Ἀφροδίτῃ.
19.55	τῇ παρὰ μὲν κλισίην πυρὶ κάτθεσαν, ἔνθʼ ἄρʼ ἐφῖζε,
19.56	δινωτὴν ἐλέφαντι καὶ ἀργύρῳ· ἥν ποτε τέκτων
19.57	ποίησʼ Ἰκμάλιος, καὶ ὑπὸ θρῆνυν ποσὶν ἧκε
19.58	προσφυέʼ ἐξ αὐτῆς, ὅθʼ ἐπὶ μέγα βάλλετο κῶας.
19.59	ἔνθα καθέζετʼ ἔπειτα περίφρων Πηνελόπεια.
19.60	ἦλθον δὲ δμῳαὶ λευκώλενοι ἐκ μεγάροιο.
19.61	αἱ δʼ ἀπὸ μὲν σῖτον πολὺν ᾕρεον ἠδὲ τραπέζας
19.62	καὶ δέπα, ἔνθεν ἄρʼ ἄνδρες ὑπερμενέοντες ἔπινον·
19.63	πῦρ δʼ ἀπὸ λαμπτήρων χαμάδις βάλον, ἄλλα δʼ ἐπʼ αὐτῶν
