18.1	ἦλθε δʼ ἐπὶ πτωχὸς πανδήμιος, ὃς κατὰ ἄστυ
18.2	πτωχεύεσκʼ Ἰθάκης, μετὰ δʼ ἔπρεπε γαστέρι μάργῃ
18.3	ἀζηχὲς φαγέμεν καὶ πιέμεν· οὐδέ οἱ ἦν ἲς
18.4	οὐδὲ βίη, εἶδος δὲ μάλα μέγας ἦν ὁράασθαι.
18.5	Ἀρναῖος δʼ ὄνομʼ ἔσκε· τὸ γὰρ θέτο πότνια μήτηρ
18.6	ἐκ γενετῆς· Ἶρον δὲ νέοι κίκλησκον ἅπαντες,
18.7	οὕνεκʼ ἀπαγγέλλεσκε κιών, ὅτε πού τις ἀνώγοι·
18.8	ὅς ῥʼ ἐλθὼν Ὀδυσῆα διώκετο οἷο δόμοιο,
18.9	καί μιν νεικείων ἔπεα πτερόεντα προσηύδα·
18.10	εἶκε, γέρον, προθύρου, μὴ δὴ τάχα καὶ ποδὸς ἕλκῃ.
18.11	οὐκ ἀΐεις ὅτι δή μοι ἐπιλλίζουσιν ἅπαντες,
18.12	ἑλκέμεναι δὲ κέλονται; ἐγὼ δʼ αἰσχύνομαι ἔμπης.
18.13	ἀλλʼ ἄνα, μὴ τάχα νῶϊν ἔρις καὶ χερσὶ γένηται.
18.14	τὸν δʼ ἄρʼ ὑπόδρα ἰδὼν προσέφη πολύμητις Ὀδυσσεύς·
18.15	δαιμόνιʼ, οὔτε τί σε ῥέζω κακὸν οὔτʼ ἀγορεύω,
18.16	οὔτε τινὰ φθονέω δόμεναι καὶ πόλλʼ ἀνελόντα.
18.17	οὐδὸς δʼ ἀμφοτέρους ὅδε χείσεται, οὐδέ τί σε χρὴ
18.18	ἀλλοτρίων φθονέειν· δοκέεις δέ μοι εἶναι ἀλήτης
18.19	ὥς περ ἐγών, ὄλβον δὲ θεοὶ μέλλουσιν ὀπάζειν.
18.20	χερσὶ δὲ μή τι λίην προκαλίζεο, μή με χολώσῃς,
18.21	μή σε γέρων περ ἐὼν στῆθος καὶ χείλεα φύρσω
18.22	αἵματος· ἡσυχίη δʼ ἂν ἐμοὶ καὶ μᾶλλον ἔτʼ εἴη
18.23	αὔριον· οὐ μὲν γάρ τί σʼ ὑποστρέψεσθαι ὀΐω
18.24	δεύτερον ἐς μέγαρον Λαερτιάδεω Ὀδυσῆος.
18.25	τὸν δὲ χολωσάμενος προσεφώνεεν Ἶρος ἀλήτης·
18.26	ὢ πόποι, ὡς ὁ μολοβρὸς ἐπιτροχάδην ἀγορεύει,
18.27	γρηῒ καμινοῖ ἶσος· ὃν ἂν κακὰ μητισαίμην
18.28	κόπτων ἀμφοτέρῃσι, χαμαὶ δέ κε πάντας ὀδόντας
18.29	γναθμῶν ἐξελάσαιμι συὸς ὣς ληϊβοτείρης.
18.30	ζῶσαι νῦν, ἵνα πάντες ἐπιγνώωσι καὶ οἵδε
18.31	μαρναμένους· πῶς δʼ ἂν σὺ νεωτέρῳ ἀνδρὶ μάχοιο;
18.32	ὣς οἱ μὲν προπάροιθε θυράων ὑψηλάων
18.33	οὐδοῦ ἔπι ξεστοῦ πανθυμαδὸν ὀκριόωντο.
18.34	τοῖϊν δὲ ξυνέηχʼ ἱερὸν μένος Ἀντινόοιο,
18.35	ἡδὺ δʼ ἄρʼ ἐκγελάσας μετεφώνει μνηστήρεσσιν·
18.36	ὦ φίλοι, οὐ μέν πώ τι πάρος τοιοῦτον ἐτύχθη,
18.37	οἵην τερπωλὴν θεὸς ἤγαγεν ἐς τόδε δῶμα.
18.38	ὁ ξεῖνός τε καὶ Ἶρος ἐρίζετον ἀλλήλοιϊν
18.39	χερσὶ μαχέσσασθαι· ἀλλὰ ξυνελάσσομεν ὦκα.
18.40	ὣς ἔφαθʼ, οἱ δʼ ἄρα πάντες ἀνήϊξαν γελόωντες,
18.41	ἀμφὶ δʼ ἄρα πτωχοὺς κακοείμονας ἠγερέθοντο.
18.42	τοῖσιν δʼ Ἀντίνοος μετέφη, Εὐπείθεος υἱός·
18.43	κέκλυτέ μευ, μνηστῆρες ἀγήνορες, ὄφρα τι εἴπω.
18.44	γαστέρες αἵδʼ αἰγῶν κέατʼ ἐν πυρί, τὰς ἐπὶ δόρπῳ
18.45	κατθέμεθα κνίσης τε καὶ αἵματος ἐμπλήσαντες·
18.46	ὁππότερος δέ κε νικήσῃ κρείσσων τε γένηται,
18.47	τάων ἥν κʼ ἐθέλῃσιν ἀναστὰς αὐτὸς ἑλέσθω·
18.48	αἰεὶ αὖθʼ ἡμῖν μεταδαίσεται, οὐδέ τινʼ ἄλλον
18.49	πτωχὸν ἔσω μίσγεσθαι ἐάσομεν αἰτήσοντα.
18.50	ὣς ἔφατʼ Ἀντίνοος, τοῖσιν δʼ ἐπιήνδανε μῦθος.
18.51	τοῖς δὲ δολοφρονέων μετέφη πολύμητις Ὀδυσσεύς·
18.52	ὦ φίλοι, οὔ πως ἔστι νεωτέρῳ ἀνδρὶ μάχεσθαι
18.53	ἄνδρα γέροντα, δύῃ ἀρημένον· ἀλλά με γαστὴρ
18.54	ὀτρύνει κακοεργός, ἵνα πληγῇσι δαμείω.
18.55	ἀλλʼ ἄγε νῦν μοι πάντες ὀμόσσατε καρτερὸν ὅρκον,
18.56	μή τις ἐπʼ Ἴρῳ ἦρα φέρων ἐμὲ χειρὶ βαρείῃ
18.57	πλήξῃ ἀτασθάλλων, τούτῳ δέ με ἶφι δαμάσσῃ.
18.58	ὣς ἔφαθʼ, οἱ δʼ ἄρα πάντες ἀπώμνυον ὡς ἐκέλευεν.
18.59	αὐτὰρ ἐπεί ῥʼ ὄμοσάν τε τελεύτησάν τε τὸν ὅρκον,
18.60	τοῖς δʼ αὖτις μετέειφʼ ἱερὴ ἲς Τηλεμάχοιο·
18.61	ξεῖνʼ, εἴ σʼ ὀτρύνει κραδίη καὶ θυμὸς ἀγήνωρ
18.62	τοῦτον ἀλέξασθαι, τῶν δʼ ἄλλων μή τινʼ Ἀχαιῶν
18.63	δείδιθʼ, ἐπεὶ πλεόνεσσι μαχήσεται ὅς κέ σε θείνῃ·
18.64	ξεινοδόκος μὲν ἐγών, ἐπὶ δʼ αἰνεῖτον βασιλῆες,
18.65	Ἀντίνοός τε καὶ Εὐρύμαχος, πεπνυμένω ἄμφω.
18.66	ὣς ἔφαθʼ, οἱ δʼ ἄρα πάντες ἐπῄνεον· αὐτὰρ Ὀδυσσεὺς
18.67	ζώσατο μὲν ῥάκεσιν περὶ μήδεα, φαῖνε δὲ μηροὺς
18.68	καλούς τε μεγάλους τε, φάνεν δέ οἱ εὐρέες ὦμοι
18.69	στήθεά τε στιβαροί τε βραχίονες· αὐτὰρ Ἀθήνη
18.70	ἄγχι παρισταμένη μέλεʼ ἤλδανε ποιμένι λαῶν.
18.71	μνηστῆρες δʼ ἄρα πάντες ὑπερφιάλως ἀγάσαντο·
18.72	ὧδε δέ τις εἴπεσκεν ἰδὼν ἐς πλησίον ἄλλον·
18.73	ἦ τάχα Ἶρος Ἄϊρος ἐπίσπαστον κακὸν ἕξει,
18.74	οἵην ἐκ ῥακέων ὁ γέρων ἐπιγουνίδα φαίνει.
18.75	ὣς ἄρʼ ἔφαν, Ἴρῳ δὲ κακῶς ὠρίνετο θυμός.
18.76	ἀλλὰ καὶ ὣς δρηστῆρες ἄγον ζώσαντες ἀνάγκῃ
18.77	δειδιότα· σάρκες δὲ περιτρομέοντο μέλεσσιν.
18.78	Ἀντίνοος δʼ ἐνένιπεν ἔπος τʼ ἔφατʼ ἔκ τʼ ὀνόμαζεν·
18.79	νῦν μὲν μήτʼ εἴης, βουγάϊε, μήτε γένοιο,
18.80	εἰ δὴ τοῦτόν γε τρομέεις καὶ δείδιας αἰνῶς,
18.81	ἄνδρα γέροντα, δύῃ ἀρημένον, ἥ μιν ἱκάνει.
18.82	ἀλλʼ ἔκ τοι ἐρέω, τὸ δὲ καὶ τετελεσμένον ἔσται·
18.83	αἴ κέν σʼ οὗτος νικήσῃ κρείσσων τε γένηται,
18.84	πέμψω σʼ ἤπειρόνδε, βαλὼν ἐν νηὶ μελαίνῃ,
