2.1	ἦμος δʼ ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς,
2.2	ὤρνυτʼ ἄρʼ ἐξ εὐνῆφιν Ὀδυσσῆος φίλος υἱὸς
2.3	εἵματα ἑσσάμενος, περὶ δὲ ξίφος ὀξὺ θέτʼ ὤμῳ,
2.4	ποσσὶ δʼ ὑπὸ λιπαροῖσιν ἐδήσατο καλὰ πέδιλα,
2.5	βῆ δʼ ἴμεν ἐκ θαλάμοιο θεῷ ἐναλίγκιος ἄντην.
2.6	αἶψα δὲ κηρύκεσσι λιγυφθόγγοισι κέλευσε
2.7	κηρύσσειν ἀγορήνδε κάρη κομόωντας Ἀχαιούς.
2.8	οἱ μὲν ἐκήρυσσον, τοὶ δʼ ἠγείροντο μάλʼ ὦκα.
2.9	αὐτὰρ ἐπεί ῥʼ ἤγερθεν ὁμηγερέες τʼ ἐγένοντο,
2.10	βῆ ῥʼ ἴμεν εἰς ἀγορήν, παλάμῃ δʼ ἔχε χάλκεον ἔγχος,
2.11	οὐκ οἶος, ἅμα τῷ γε δύω κύνες ἀργοὶ ἕποντο.
2.12	θεσπεσίην δʼ ἄρα τῷ γε χάριν κατέχευεν Ἀθήνη.
2.13	τὸν δʼ ἄρα πάντες λαοὶ ἐπερχόμενον θηεῦντο·
2.14	ἕζετο δʼ ἐν πατρὸς θώκῳ, εἶξαν δὲ γέροντες.
2.15	τοῖσι δʼ ἔπειθʼ ἥρως Αἰγύπτιος ἦρχʼ ἀγορεύειν,
2.16	ὃς δὴ γήραϊ κυφὸς ἔην καὶ μυρία ᾔδη.
2.17	καὶ γὰρ τοῦ φίλος υἱὸς ἅμʼ ἀντιθέῳ Ὀδυσῆι
2.18	Ἴλιον εἰς ἐύπωλον ἔβη κοίλῃς ἐνὶ νηυσίν,
2.19	Ἄντιφος αἰχμητής· τὸν δʼ ἄγριος ἔκτανε Κύκλωψ
2.20	ἐν σπῆι γλαφυρῷ, πύματον δʼ ὡπλίσσατο δόρπον.
2.21	τρεῖς δέ οἱ ἄλλοι ἔσαν, καὶ ὁ μὲν μνηστῆρσιν ὁμίλει,
2.22	Εὐρύνομος, δύο δʼ αἰὲν ἔχον πατρώια ἔργα.
