8.1	ἦμος δʼ ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς,
8.2	ὤρνυτʼ ἄρʼ ἐξ εὐνῆς ἱερὸν μένος Ἀλκινόοιο,
8.3	ἂν δʼ ἄρα διογενὴς ὦρτο πτολίπορθος Ὀδυσσεύς.
8.4	τοῖσιν δʼ ἡγεμόνευʼ ἱερὸν μένος Ἀλκινόοιο
8.5	Φαιήκων ἀγορήνδʼ, ἥ σφιν παρὰ νηυσὶ τέτυκτο.
8.6	ἐλθόντες δὲ καθῖζον ἐπὶ ξεστοῖσι λίθοισι
8.7	πλησίον. ἡ δʼ ἀνὰ ἄστυ μετῴχετο Παλλὰς Ἀθήνη
8.8	εἰδομένη κήρυκι δαΐφρονος Ἀλκινόοιο,
8.9	νόστον Ὀδυσσῆι μεγαλήτορι μητιόωσα,
8.10	καί ῥα ἑκάστῳ φωτὶ παρισταμένη φάτο μῦθον·
8.11	δεῦτʼ ἄγε, Φαιήκων ἡγήτορες ἠδὲ μέδοντες,
8.12	εἰς ἀγορὴν ἰέναι, ὄφρα ξείνοιο πύθησθε,
8.13	ὃς νέον Ἀλκινόοιο δαΐφρονος ἵκετο δῶμα
8.14	πόντον ἐπιπλαγχθείς, δέμας ἀθανάτοισιν ὁμοῖος.
8.15	ὣς εἰποῦσʼ ὤτρυνε μένος καὶ θυμὸν ἑκάστου.
8.16	καρπαλίμως δʼ ἔμπληντο βροτῶν ἀγοραί τε καὶ ἕδραι
8.17	ἀγρομένων· πολλοὶ δʼ ἄρʼ ἐθηήσαντο ἰδόντες
8.18	υἱὸν Λαέρταο δαΐφρονα· τῷ δʼ ἄρʼ Ἀθήνη
8.19	θεσπεσίην κατέχευε χάριν κεφαλῇ τε καὶ ὤμοις
8.20	καί μιν μακρότερον καὶ πάσσονα θῆκεν ἰδέσθαι,
8.21	ὥς κεν Φαιήκεσσι φίλος πάντεσσι γένοιτο
8.22	δεινός τʼ αἰδοῖός τε καὶ ἐκτελέσειεν ἀέθλους
8.23	πολλούς, τοὺς Φαίηκες ἐπειρήσαντʼ Ὀδυσῆος.
8.24	αὐτὰρ ἐπεί ῥʼ ἤγερθεν ὁμηγερέες τʼ ἐγένοντο,
8.25	τοῖσιν δʼ Ἀλκίνοος ἀγορήσατο καὶ μετέειπε·
8.26	κέκλυτε, Φαιήκων ἡγήτορες ἠδὲ μέδοντες,
8.27	ὄφρʼ εἴπω τά με θυμὸς ἐνὶ στήθεσσι κελεύει.
8.28	ξεῖνος ὅδʼ, οὐκ οἶδʼ ὅς τις, ἀλώμενος ἵκετʼ ἐμὸν δῶ,
8.29	ἠὲ πρὸς ἠοίων ἦ ἑσπερίων ἀνθρώπων·
8.30	πομπὴν δʼ ὀτρύνει, καὶ λίσσεται ἔμπεδον εἶναι.
8.31	ἡμεῖς δʼ, ὡς τὸ πάρος περ, ἐποτρυνώμεθα πομπήν.
8.32	οὐδὲ γὰρ οὐδέ τις ἄλλος, ὅτις κʼ ἐμὰ δώμαθʼ ἵκηται,
8.33	ἐνθάδʼ ὀδυρόμενος δηρὸν μένει εἵνεκα πομπῆς.
8.34	ἀλλʼ ἄγε νῆα μέλαιναν ἐρύσσομεν εἰς ἅλα δῖαν
8.35	πρωτόπλοον, κούρω δὲ δύω καὶ πεντήκοντα
8.36	κρινάσθων κατὰ δῆμον, ὅσοι πάρος εἰσὶν ἄριστοι.
8.37	δησάμενοι δʼ ἐὺ πάντες ἐπὶ κληῖσιν ἐρετμὰ
8.38	ἔκβητʼ· αὐτὰρ ἔπειτα θοὴν ἀλεγύνετε δαῖτα
8.39	ἡμέτερόνδʼ ἐλθόντες· ἐγὼ δʼ ἐὺ πᾶσι παρέξω.
8.40	κούροισιν μὲν ταῦτʼ ἐπιτέλλομαι· αὐτὰρ οἱ ἄλλοι
8.41	σκηπτοῦχοι βασιλῆες ἐμὰ πρὸς δώματα καλὰ
8.42	ἔρχεσθʼ, ὄφρα ξεῖνον ἐνὶ μεγάροισι φιλέωμεν,
8.43	μηδέ τις ἀρνείσθω. καλέσασθε δὲ θεῖον ἀοιδὸν
8.44	Δημόδοκον· τῷ γάρ ῥα θεὸς πέρι δῶκεν ἀοιδὴν
8.45	τέρπειν, ὅππῃ θυμὸς ἐποτρύνῃσιν ἀείδειν.
8.46	ὣς ἄρα φωνήσας ἡγήσατο, τοὶ δʼ ἅμʼ ἕποντο
8.47	σκηπτοῦχοι· κῆρυξ δὲ μετῴχετο θεῖον ἀοιδόν.
8.48	κούρω δὲ κρινθέντε δύω καὶ πεντήκοντα
8.49	βήτην, ὡς ἐκέλευσʼ, ἐπὶ θῖνʼ ἁλὸς ἀτρυγέτοιο.
8.50	αὐτὰρ ἐπεί ῥʼ ἐπὶ νῆα κατήλυθον ἠδὲ θάλασσαν,
8.51	νῆα μὲν οἵ γε μέλαιναν ἁλὸς βένθοσδε ἔρυσσαν,
8.52	ἐν δʼ ἱστόν τʼ ἐτίθεντο καὶ ἱστία νηὶ μελαίνῃ,
