14.1	αὐτὰρ ὁ ἐκ λιμένος προσέβη τρηχεῖαν ἀταρπὸν
14.2	χῶρον ἀνʼ ὑλήεντα διʼ ἄκριας, ᾗ οἱ Ἀθήνη
14.3	πέφραδε δῖον ὑφορβόν, ὅ οἱ βιότοιο μάλιστα
14.4	κήδετο οἰκήων, οὓς κτήσατο δῖος Ὀδυσσεύς.
14.5	τὸν δʼ ἄρʼ ἐνὶ προδόμῳ εὗρʼ ἥμενον, ἔνθα οἱ αὐλὴ
14.6	ὑψηλὴ δέδμητο, περισκέπτῳ ἐνὶ χώρῳ,
14.7	καλή τε μεγάλη τε, περίδρομος· ἥν ῥα συβώτης
14.8	αὐτὸς δείμαθʼ ὕεσσιν ἀποιχομένοιο ἄνακτος,
14.9	νόσφιν δεσποίνης καὶ Λαέρταο γέροντος,
14.10	ῥυτοῖσιν λάεσσι καὶ ἐθρίγκωσεν ἀχέρδῳ·
14.11	σταυροὺς δʼ ἐκτὸς ἔλασσε διαμπερὲς ἔνθα καὶ ἔνθα,
14.12	πυκνοὺς καὶ θαμέας, τὸ μέλαν δρυὸς ἀμφικεάσσας·
14.13	ἔντοσθεν δʼ αὐλῆς συφεοὺς δυοκαίδεκα ποίει
14.14	πλησίον ἀλλήλων, εὐνὰς συσίν· ἐν δὲ ἑκάστῳ
14.15	πεντήκοντα σύες χαμαιευνάδες ἐρχατόωντο,
14.16	θήλειαι τοκάδες· τοὶ δʼ ἄρσενες ἐκτὸς ἴαυον,
14.17	πολλὸν παυρότεροι· τοὺς γὰρ μινύθεσκον ἔδοντες
14.18	ἀντίθεοι μνηστῆρες, ἐπεὶ προΐαλλε συβώτης
14.19	αἰεὶ ζατρεφέων σιάλων τὸν ἄριστον ἁπάντων·
14.20	οἱ δὲ τριηκόσιοί τε καὶ ἑξήκοντα πέλοντο.
14.21	πὰρ δὲ κύνες, θήρεσσιν ἐοικότες αἰὲν ἴαυον
14.22	τέσσαρες, οὓς ἔθρεψε συβώτης, ὄρχαμος ἀνδρῶν.
14.23	αὐτὸς δʼ ἀμφὶ πόδεσσιν ἑοῖς ἀράρισκε πέδιλα,
14.24	τάμνων δέρμα βόειον ἐϋχροές· οἱ δὲ δὴ ἄλλοι
14.25	ᾤχοντʼ ἄλλυδις ἄλλος ἅμʼ ἀγρομένοισι σύεσσιν,
14.26	οἱ τρεῖς· τὸν δὲ τέταρτον ἀποπροέηκε πόλινδε
14.27	σῦν ἀγέμεν μνηστῆρσιν ὑπερφιάλοισιν ἀνάγκῃ,
14.28	ὄφρʼ ἱερεύσαντες κρειῶν κορεσαίατο θυμόν.
14.29	ἐξαπίνης δʼ Ὀδυσῆα ἴδον κύνες ὑλακόμωροι.
14.30	οἱ μὲν κεκλήγοντες ἐπέδραμον· αὐτὰρ Ὀδυσσεὺς
14.31	ἕζετο κερδοσύνη, σκῆπτρον δέ οἱ ἔκπεσε χειρός.
14.32	ἔνθα κεν ᾧ πὰρ σταθμῷ ἀεικέλιον πάθεν ἄλγος·
14.33	ἀλλὰ συβώτης ὦκα ποσὶ κραιπνοῖσι μετασπὼν
14.34	ἔσσυτʼ ἀνὰ πρόθυρον, σκῦτος δέ οἱ ἔκπεσε χειρός.
14.35	τοὺς μὲν ὁμοκλήσας σεῦεν κύνας ἄλλυδις ἄλλον
14.36	πυκνῇσιν λιθάδεσσιν· ὁ δὲ προσέειπεν ἄνακτα·
14.37	ὦ γέρον, ἦ ὀλίγου σε κύνες διεδηλήσαντο
14.38	ἐξαπίνης, καί κέν μοι ἐλεγχείην κατέχευας.
14.39	καὶ δέ μοι ἄλλα θεοὶ δόσαν ἄλγεά τε στοναχάς τε·
14.40	ἀντιθέου γὰρ ἄνακτος ὀδυρόμενος καὶ ἀχεύων
14.41	ἧμαι, ἄλλοισιν δὲ σύας σιάλους ἀτιτάλλω
14.42	ἔδμεναι· αὐτὰρ κεῖνος ἐελδόμενός που ἐδωδῆς
14.43	πλάζετʼ ἐπʼ ἀλλοθρόων ἀνδρῶν δῆμόν τε πόλιν τε,
14.44	εἴ που ἔτι ζώει καὶ ὁρᾷ φάος ἠελίοιο.
14.45	ἀλλʼ ἕπεο, κλισίηνδʼ ἴομεν, γέρον, ὄφρα καὶ αὐτός,
14.46	σίτου καὶ οἴνοιο κορεσσάμενος κατὰ θυμόν,
14.47	εἴπῃς ὁππόθεν ἐσσὶ καὶ ὁππόσα κήδεʼ ἀνέτλης.
14.48	ὣς εἰπὼν κλισίηνδʼ ἡγήσατο δῖος ὑφορβός,
14.49	εἷσεν δʼ εἰσαγαγών, ῥῶπας δʼ ὑπέχευε δασείας,
14.50	ἐστόρεσεν δʼ ἐπὶ δέρμα ἰονθάδος ἀγρίου αἰγός,
14.51	αὐτοῦ ἐνεύναιον, μέγα καὶ δασύ. χαῖρε δʼ Ὀδυσσεὺς
14.52	ὅττι μιν ὣς ὑπέδεκτο, ἔπος τʼ ἔφατʼ ἔκ τʼ ὀνόμαζεν·
14.53	Ζεύς τοι δοίη, ξεῖνε, καὶ ἀθάνατοι θεοὶ ἄλλοι
14.54	ὅττι μάλιστʼ ἐθέλεις, ὅτι με πρόφρων ὑπέδεξο.
14.55	τὸν δʼ ἀπαμειβόμενος προσέφης, Εὔμαιε συβῶτα·
14.56	ξεῖνʼ, οὔ μοι θέμις ἔστʼ, οὐδʼ εἰ κακίων σέθεν ἔλθοι,
14.57	ξεῖνον ἀτιμῆσαι· πρὸς γὰρ Διός εἰσιν ἅπαντες
14.58	ξεῖνοί τε πτωχοί τε· δόσις δʼ ὀλίγη τε φίλη τε
14.59	γίγνεται ἡμετέρη· ἡ γὰρ δμώων δίκη ἐστὶν
14.60	αἰεὶ δειδιότων, ὅτʼ ἐπικρατέωσιν ἄνακτες
14.61	οἱ νέοι. ἦ γὰρ τοῦ γε θεοὶ κατὰ νόστον ἔδησαν,
14.62	ὅς κεν ἔμʼ ἐνδυκέως ἐφίλει καὶ κτῆσιν ὄπασσεν,
14.63	οἷά τε ᾧ οἰκῆϊ ἄναξ εὔθυμος ἔδωκεν,
14.64	οἶκόν τε κλῆρόν τε πολυμνήστην τε γυναῖκα,
14.65	ὅς οἱ πολλὰ κάμῃσι, θεὸς δʼ ἐπὶ ἔργον ἀέξῃ,
14.66	ὡς καὶ ἐμοὶ τόδε ἔργον ἀέξεται, ᾧ ἐπιμίμνω.
14.67	τῷ κέ με πόλλʼ ὤνησεν ἄναξ, εἰ αὐτόθʼ ἐγήρα·
14.68	ἀλλʼ ὄλεθʼ—ὡς ὤφελλʼ Ἑλένης ἀπὸ φῦλον ὀλέσθαι
14.69	πρόχνυ, ἐπεὶ πολλῶν ἀνδρῶν ὑπὸ γούνατʼ ἔλυσε·
14.70	καὶ γὰρ κεῖνος ἔβη Ἀγαμέμνονος εἵνεκα τιμῆς
14.71	Ἴλιον εἰς εὔπωλον, ἵνα Τρώεσσι μάχοιτο.
14.72	ὣς εἰπὼν ζωστῆρι θοῶς συνέεργε χιτῶνα,
14.73	βῆ δʼ ἴμεν ἐς συφεούς, ὅθι ἔθνεα ἔρχατο χοίρων.
14.74	ἔνθεν ἑλὼν δύʼ ἔνεικε καὶ ἀμφοτέρους ἱέρευσεν,
14.75	εὗσέ τε μίστυλλέν τε καὶ ἀμφʼ ὀβελοῖσιν ἔπειρεν.
14.76	ὀπτήσας δʼ ἄρα πάντα φέρων παρέθηκʼ Ὀδυσῆϊ
14.77	θέρμʼ αὐτοῖς ὀβελοῖσιν· ὁ δʼ ἄλφιτα λευκὰ πάλυνεν·
14.78	ἐν δʼ ἄρα κισσυβίῳ κίρνη μελιηδέα οἶνον,
14.79	αὐτὸς δʼ ἀντίον ἷζεν, ἐποτρύνων δὲ προσηύδα·
14.80	ἔσθιε νῦν, ὦ ξεῖνε, τά τε δμώεσσι πάρεστι,
14.81	χοίρεʼ· ἀτὰρ σιάλους γε σύας μνηστῆρες ἔδουσιν,
14.82	οὐκ ὄπιδα φρονέοντες ἐνὶ φρεσὶν οὐδʼ ἐλεητύν.
14.83	οὐ μὲν σχέτλια ἔργα θεοὶ μάκαρες φιλέουσιν,
14.84	ἀλλὰ δίκην τίουσι καὶ αἴσιμα ἔργʼ ἀνθρώπων.
14.85	καὶ μὲν δυσμενέες καὶ ἀνάρσιοι, οἵ τʼ ἐπὶ γαίης
14.86	ἀλλοτρίης βῶσιν καί σφι Ζεὺς ληΐδα δώῃ,
14.87	πλησάμενοι δέ τε νῆας ἔβαν οἶκόνδε νέεσθαι,
14.88	καὶ μὲν τοῖς ὄπιδος κρατερὸν δέος ἐν φρεσὶ πίπτει.
